premise,hypothesis,y_reg_true_raw,y_cls_true_raw,y_reg_true,y_reg_pred,y_cls_true,y_cls_pred,reg_residual,reg_abs_err,cls_correct
Two people are kickboxing and spectators are watching,Two people are fighting and spectators are watching,4.400000095367432,1,4.400000095367432,4.444756507873535,1,1,0.044756412506103516,0.044756412506103516,1
Two spectators are kickboxing and some people are watching,Two people are kickboxing and spectators are watching,4.0,0,4.0,5.109639644622803,0,1,1.1096396446228027,1.1096396446228027,0
Two people are kickboxing and spectators are watching,Two young women are sparring in a kickboxing fight,3.9000000953674316,0,3.900000095367432,4.256594657897949,0,0,0.3565945625305176,0.3565945625305176,1
Two women are sparring in a kickboxing match,Two people are fighting and spectators are watching,3.700000047683716,0,3.700000047683716,3.995393037796021,0,0,0.29539299011230513,0.29539299011230513,1
Two spectators are kickboxing and some people are watching,Two women are sparring in a kickboxing match,3.5999999046325684,0,3.5999999046325684,4.372076034545898,0,0,0.7720761299133301,0.7720761299133301,1
Two people are kickboxing and spectators are watching,Two women are sparring in a kickboxing match,3.9000000953674316,0,3.900000095367432,4.398619174957275,0,0,0.49861907958984375,0.49861907958984375,1
Kids in red shirts are playing in the leaves,Children in red shirts are playing in the leaves,4.900000095367432,1,4.900000095367432,5.113044738769531,1,1,0.2130446434020996,0.2130446434020996,1
Children in red shirts are playing in the leaves,Children in red shirts are sleeping in the leaves,4.0,0,4.0,3.5553905963897705,0,0,-0.4446094036102295,0.4446094036102295,1
Children in red shirts are playing in the leaves,Children covered by leaves are playing with red shirts,3.9000000953674316,0,3.900000095367432,3.6775333881378174,0,0,-0.22246670722961426,0.22246670722961426,1
Three boys are jumping in the leaves,Children in red shirts are playing in the leaves,4.099999904632568,0,4.099999904632568,3.9345390796661377,0,0,-0.16546082496643066,0.16546082496643066,1
Kids in red shirts are playing in the leaves,Three kids are jumping in the leaves,3.9000000953674316,0,3.900000095367432,3.948365211486816,0,0,0.04836511611938432,0.04836511611938432,1
Children in red shirts are sleeping in the leaves,Three kids are jumping in the leaves,3.0999999046325684,0,3.0999999046325684,3.446347951889038,0,0,0.3463480472564697,0.3463480472564697,1
Children covered by leaves are playing with red shirts,Three kids are jumping in the leaves,3.9000000953674316,0,3.900000095367432,3.2032601833343506,0,0,-0.696739912033081,0.696739912033081,1
Two children are lying in the snow and are drawing angels,Two children are lying in the snow and are making snow angels,4.400000095367432,1,4.400000095367432,4.818564414978027,1,1,0.4185643196105957,0.4185643196105957,1
Two children are lying in the snow and are making snow angels,There is no child lying in the snow and making snow angels,3.799999952316284,2,3.799999952316284,3.475507974624634,2,2,-0.3244919776916504,0.3244919776916504,1
Two people wearing snowsuits are on the ground making snow angels,Two people in snowsuits are lying in the snow and making snow angels,4.800000190734863,1,4.800000190734863,3.870777368545532,1,0,-0.9292228221893315,0.9292228221893315,0
Two people in snowsuits are lying in the snow and making snow angels,Nobody in snowsuits is lying in the snow and making snow angels,4.099999904632568,2,4.099999904632568,3.520555257797241,2,2,-0.5794446468353271,0.5794446468353271,1
Two children are lying in the snow and are making snow angels,Two people wearing snowsuits are on the ground making snow angels,4.599999904632568,0,4.599999904632568,3.8475687503814697,0,0,-0.7524311542510986,0.7524311542510986,1
Two children are lying in the snow and are making snow angels,Nobody in snowsuits is lying in the snow and making snow angels,3.5999999046325684,2,3.5999999046325684,3.551426410675049,2,0,-0.04857349395751953,0.04857349395751953,0
There is no child lying in the snow and making snow angels,Two people in snowsuits are lying in the snow and making snow angels,3.299999952316284,0,3.299999952316284,3.459356546401977,0,2,0.15935659408569292,0.15935659408569292,0
A little girl is looking at a woman in costume,A young girl is looking at a woman in costume,4.699999809265137,1,4.699999809265137,5.176452159881592,1,1,0.4764523506164551,0.4764523506164551,1
A little girl is looking at a woman in costume,The little girl is looking at a man in costume,3.799999952316284,0,3.799999952316284,3.461322546005249,0,0,-0.33867740631103516,0.33867740631103516,1
A little girl is looking at a woman in costume,A little girl in costume looks like a woman,2.9000000953674316,0,2.900000095367432,4.370372772216797,0,1,1.4703726768493652,1.4703726768493652,0
Masked people are looking in the same direction in a forest,A little girl is looking at a woman in costume,1.2999999523162842,0,1.2999999523162842,2.5428507328033447,0,0,1.2428507804870605,1.2428507804870605,1
A little girl is looking at a woman in costume,People wearing costumes are gathering in a forest and are looking in the same direction,2.5999999046325684,0,2.5999999046325684,2.9242160320281982,0,0,0.3242161273956299,0.3242161273956299,1
A man is jumping into an empty swimming pool,A man is jumping into an empty pool,4.800000190734863,1,4.800000190734863,5.178845405578613,1,1,0.37884521484375,0.37884521484375,1
A lone biker is jumping in the air,A man is jumping into an empty swimming pool,1.600000023841858,0,1.600000023841858,1.5788443088531494,0,0,-0.021155714988708496,0.021155714988708496,1
A man is jumping into an empty pool,"A biker is jumping in the air, alone",1.600000023841858,0,1.600000023841858,1.7948261499404907,0,0,0.1948261260986328,0.1948261260986328,1
A man is jumping into an empty pool,There is no biker jumping in the air,1.2000000476837158,0,1.2000000476837158,1.395554780960083,0,0,0.1955547332763672,0.1955547332763672,1
Four girls are doing backbends and playing outdoors,Four girls are doing backbends and playing indoors,4.0,0,4.0,4.929217338562012,0,1,0.9292173385620117,0.9292173385620117,0
Four girls are doing backbends and playing in the garden,Four children are doing backbends in the park,3.700000047683716,0,3.700000047683716,4.158438682556152,0,0,0.4584386348724365,0.4584386348724365,1
Four girls are doing backbends and playing indoors,Four children are doing backbends in the park,3.700000047683716,0,3.700000047683716,3.851872205734253,0,0,0.1518721580505371,0.1518721580505371,1
Four kids are doing backbends in the park,Four girls are doing backbends and playing outdoors,4.300000190734863,1,4.300000190734863,4.328059196472168,1,0,0.028059005737304688,0.028059005737304688,0
Four girls are doing backbends and playing outdoors,Four children are doing backbends in the park,4.099999904632568,0,4.099999904632568,4.104231834411621,0,0,0.004231929779052734,0.004231929779052734,1
A player is throwing the ball,A player is running with the ball,3.5,0,3.5,3.65643048286438,0,0,0.15643048286437988,0.15643048286437988,1
Two groups of people are playing football,Two teams are competing in a football match,4.699999809265137,1,4.699999809265137,4.020623683929443,1,0,-0.6793761253356934,0.6793761253356934,0
Two teams are competing in a football match,Two teams are competing in a baseball game,3.9000000953674316,0,3.900000095367432,3.0886247158050537,0,0,-0.8113753795623779,0.8113753795623779,1
Two teams are competing in a football match,Football is being played by two competing teams,4.800000190734863,1,4.800000190734863,4.9347429275512695,1,1,0.13474273681640625,0.13474273681640625,1
A player is running with the ball,Football is being played by two competing teams,3.0,0,3.0,3.4410765171051025,0,0,0.44107651710510254,0.44107651710510254,1
Two teams are competing in a football match,A man who is playing is running with the ball in his hands,2.700000047683716,0,2.700000047683716,3.5294508934021,0,0,0.8294508457183842,0.8294508457183842,1
Five children are standing in front of a wooden hut,Five children are standing in front of a hut made of wood,4.800000190734863,1,4.800000190734863,5.150182723999023,1,1,0.35018253326416016,0.35018253326416016,1
Five kids are standing close together and one kid has a gun,Five kids are standing close together and one kid has a weapon,4.800000190734863,1,4.800000190734863,5.091094493865967,1,1,0.2910943031311035,0.2910943031311035,1
Five children are standing in front of a wooden hut,Five kids are standing close together and one kid has a weapon,2.799999952316284,0,2.799999952316284,2.9049293994903564,0,0,0.10492944717407227,0.10492944717407227,1
Five children are standing in front of a hut made of wood,Five kids are standing close together and one kid has a gun,3.0,0,3.0,2.63936448097229,0,0,-0.36063551902770996,0.36063551902770996,1
Five children are standing in front of a wooden hut,Five kids are standing close together and one kid has a gun,2.299999952316284,0,2.299999952316284,2.563291311264038,0,0,0.2632913589477539,0.2632913589477539,1
A person is wearing a hat and is sitting on the grass,There is no person wearing a hat and sitting on the grass,3.299999952316284,2,3.299999952316284,3.4941256046295166,2,2,0.19412565231323242,0.19412565231323242,1
A person is sitting in a field and is wearing a hat,A man is sitting in a field,4.0,0,4.0,4.662273406982422,0,1,0.6622734069824219,0.6622734069824219,0
A man is sitting in a field,There is no person wearing a hat and sitting on the grass,2.700000047683716,0,2.700000047683716,2.844822645187378,0,0,0.1448225975036621,0.1448225975036621,1
An old man is sitting in a field,A person is wearing a hat and is sitting on the grass,2.799999952316284,0,2.799999952316284,3.2066447734832764,0,0,0.4066448211669922,0.4066448211669922,1
A person is wearing a hat and is sitting on the grass,A man is running in a field,1.399999976158142,0,1.399999976158142,2.304091215133667,0,0,0.9040912389755249,0.9040912389755249,1
This group of people is practicing water safety and wearing preservers,Preservers are being worn by a group of people who are practicing water safety,4.900000095367432,1,4.900000095367432,5.083667278289795,1,1,0.18366718292236328,0.18366718292236328,1
Nobody is practicing water safety and wearing preservers,This group of people is practicing water safety and wearing preservers,3.4000000953674316,2,3.400000095367432,3.552546977996826,2,2,0.15254688262939453,0.15254688262939453,1
A group of friends are riding the current in a raft,Preservers are being worn by a group of people who are practicing water safety,2.9000000953674316,0,2.900000095367432,3.4568891525268555,0,0,0.5568890571594238,0.5568890571594238,1
Nobody is practicing water safety and wearing preservers,A group of friends are riding the current in a raft,2.200000047683716,0,2.200000047683716,2.629634380340576,0,0,0.42963433265686035,0.42963433265686035,1
A group is not riding the current in a raft,This group of people is practicing water safety and wearing preservers,2.799999952316284,0,2.799999952316284,2.962308168411255,0,0,0.1623082160949707,0.1623082160949707,1
A deer is jumping over a fence,A deer is jumping over the enclosure,4.534999847412109,1,4.534999847412109,4.574581623077393,1,1,0.0395817756652832,0.0395817756652832,1
A wild deer is jumping a fence,A deer is jumping a fence,4.800000190734863,1,4.800000190734863,4.942168712615967,1,1,0.14216852188110352,0.14216852188110352,1
A deer is jumping a fence,There is no deer jumping fences,4.099999904632568,2,4.099999904632568,3.4280202388763428,2,2,-0.6719796657562256,0.6719796657562256,1
A wild deer is jumping a fence,A deer is jumping over a fence,4.5,1,4.5,4.022134304046631,1,0,-0.47786569595336914,0.47786569595336914,0
There is no deer jumping fences,A deer is jumping over a fence,2.684999942779541,2,2.684999942779541,3.507331609725952,2,2,0.8223316669464111,0.8223316669464111,1
A deer is jumping over the enclosure,A deer is jumping a fence,4.199999809265137,0,4.199999809265137,4.108715534210205,0,0,-0.09128427505493164,0.09128427505493164,1
A deer is jumping a fence,A deer isn't jumping over the fence,3.549999952316284,2,3.549999952316284,3.665117263793945,2,0,0.11511731147766069,0.11511731147766069,0
A deer is jumping over a fence,A deer is jumping a fence,4.900000095367432,1,4.900000095367432,4.874028205871582,1,1,-0.02597188949584961,0.02597188949584961,1
People are walking outside a building that has many murals on it,People are walking outside the building that has several murals on it,4.699999809265137,1,4.699999809265137,5.103667259216309,1,1,0.4036674499511719,0.4036674499511719,1
Several people are in front of a building which is covered by colors,Several people are in front of a colorful building,4.699999809265137,1,4.699999809265137,4.980629920959473,1,1,0.28063011169433594,0.28063011169433594,1
Several people are in front of a building which is covered by colors,People are walking outside a building that has many murals on it,3.799999952316284,1,3.799999952316284,4.27573299407959,1,0,0.47573304176330566,0.47573304176330566,0
Several people are in front of a colorful building,People are walking inside a building that has many murals on it,3.4000000953674316,0,3.400000095367432,3.580702066421509,0,0,0.18070197105407715,0.18070197105407715,1
People are walking outside a building that has many murals on it,Several people are in front of a colorful building,3.700000047683716,0,3.700000047683716,4.43209171295166,0,1,0.7320916652679443,0.7320916652679443,0
A boy is hitting a baseball,A child is hitting a baseball,4.400000095367432,1,4.400000095367432,5.011185646057129,1,1,0.6111855506896973,0.6111855506896973,1
A child is hitting a baseball,A child is missing a baseball,3.799999952316284,2,3.799999952316284,3.2601161003112797,2,0,-0.5398838520050044,0.5398838520050044,0
A family is watching a little boy who is hitting a baseball,A family is watching a boy who is hitting a baseball,4.599999904632568,1,4.599999904632568,5.18329668045044,1,1,0.583296775817872,0.583296775817872,1
A little boy is watching a family that is hitting a baseball,A family is watching a little boy who is hitting a baseball,3.700000047683716,0,3.700000047683716,4.822567939758301,0,1,1.122567892074585,1.122567892074585,0
A family is watching a boy who is hitting a baseball,A child is hitting a baseball,3.700000047683716,1,3.700000047683716,4.401223659515381,1,1,0.701223611831665,0.701223611831665,1
A little boy is watching a family that is hitting a baseball,A child is hitting a baseball,3.700000047683716,0,3.700000047683716,4.4867377281188965,0,1,0.7867376804351807,0.7867376804351807,0
A family is watching a little boy who is hitting a baseball,A boy is hitting a baseball,4.199999809265137,1,4.199999809265137,4.315826416015625,1,1,0.11582660675048828,0.11582660675048828,1
A family is watching a little boy who is hitting a baseball,A child is hitting a baseball,4.099999904632568,1,4.099999904632568,4.413195610046387,1,1,0.31319570541381836,0.31319570541381836,1
A large group of Asian people is eating at a restaurant,A group of people from Asia is eating at a restaurant,4.800000190734863,1,4.800000190734863,4.960705280303955,1,1,0.1607050895690918,0.1607050895690918,1
A large group of Asian people is eating at a restaurant,A small group of people is waiting to eat in a restaurant,3.4000000953674316,0,3.400000095367432,3.4610602855682373,0,0,0.061060190200805664,0.061060190200805664,1
A large group of Asian people is eating at a restaurant,A group of people in a large Asian restaurant is eating,3.5,0,3.5,4.568835258483887,0,1,1.0688352584838867,1.0688352584838867,0
Various people are eating at red tables in a crowded restaurant with purple lights,Various customers are eating in a crowded restaurant with purple lights,4.599999904632568,1,4.599999904632568,4.505115985870361,1,1,-0.09488391876220703,0.09488391876220703,1
Few people are eating at red tables in a restaurant without lights,Various people are eating at red tables in a crowded restaurant with purple lights,3.200000047683716,0,3.200000047683716,3.5630390644073486,0,0,0.3630390167236328,0.3630390167236328,1
A group of people from Asia is eating at a restaurant,Various people are eating at red tables in a crowded restaurant with purple lights,3.0,0,3.0,3.0743653774261475,0,0,0.07436537742614746,0.07436537742614746,1
A group of people in a large Asian restaurant is eating,Various people are eating at red tables in a crowded restaurant with purple lights,3.299999952316284,0,3.299999952316284,3.028712749481201,0,0,-0.271287202835083,0.271287202835083,1
A large group of Asian people is eating at a restaurant,Various people are eating at red tables in a crowded restaurant with purple lights,3.299999952316284,0,3.299999952316284,2.9349164962768555,0,0,-0.3650834560394287,0.3650834560394287,1
A motorcycle rider is standing up on the seat of a white motorcycle,A motorcycle is riding standing up on the seat of the vehicle,4.099999904632568,1,4.099999904632568,4.6797308921813965,1,1,0.5797309875488281,0.5797309875488281,1
Someone is on a black and white motorcycle and is standing on the seat,A rider is on a black and white bike and is standing on the seat,4.599999904632568,1,4.599999904632568,5.059083938598633,1,1,0.45908403396606445,0.45908403396606445,1
A rider is on a black and white bike and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,3.5999999046325684,0,3.5999999046325684,4.076374530792236,0,0,0.47637462615966797,0.47637462615966797,1
Nobody is on a motorcycle and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,3.5999999046325684,2,3.5999999046325684,3.5438437461853027,2,2,-0.056156158447265625,0.056156158447265625,1
Someone is on a black and white motorcycle and is standing on the seat,No motorcycle rider is standing up on the seat of a motorcycle,3.5999999046325684,2,3.5999999046325684,3.515296459197998,2,2,-0.08470344543457031,0.08470344543457031,1
Someone is on a black and white motorcycle and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,3.700000047683716,0,3.700000047683716,4.380112171173096,0,0,0.6801121234893799,0.6801121234893799,1
A motorcyclist with a red helmet is riding a blue motorcycle down the road,A motorcyclist without a helmet is waiting on a blue motorcycle near the road,3.700000047683716,0,3.700000047683716,3.5958566665649414,0,0,-0.10414338111877441,0.10414338111877441,1
A man with a helmet painted red is riding a blue motorcycle down the road,A motorcyclist is riding a motorbike along a roadway,4.0,1,4.0,4.208102226257324,1,1,0.20810222625732422,0.20810222625732422,1
A motorcyclist with a red helmet is riding a blue motorcycle down the road,A motorcyclist is riding a motorbike dangerously along a roadway,3.799999952316284,0,3.799999952316284,3.8472278118133545,0,0,0.04722785949707031,0.04722785949707031,1
There is no motorcyclist riding a motorbike along a roadway,A motorcyclist with a red helmet is riding a blue motorcycle down the road,3.299999952316284,2,3.299999952316284,3.3446033000946045,2,0,0.04460334777832031,0.04460334777832031,0
A motorcyclist with a red helmet is riding a blue motorcycle down the road,A motorcyclist is riding a motorbike along a roadway,4.5,1,4.5,4.15440559387207,1,1,-0.3455944061279297,0.3455944061279297,1
A dog is catching a stick in the air and another is watching,A dog is leaping high in the air and another is watching,4.199999809265137,1,4.199999809265137,3.8277218341827393,1,0,-0.37227797508239746,0.37227797508239746,0
There is no dog leaping in the air,A dog is leaping high in the air and another is watching,3.299999952316284,2,3.299999952316284,3.4507110118865967,2,2,0.1507110595703125,0.1507110595703125,1
Two dogs are playing by a tree,Two dogs are sleeping by a tree,3.565000057220459,0,3.565000057220459,3.615910768508911,0,0,0.05091071128845215,0.05091071128845215,1
A dog is leaping high in the air and another is watching,Two dogs are playing by a plant,2.799999952316284,0,2.799999952316284,3.0353896617889404,0,0,0.23538970947265625,0.23538970947265625,1
A dog is leaping high in the air and another is watching,Two dogs are sleeping by a tree,2.5999999046325684,0,2.5999999046325684,2.517842054367065,0,0,-0.08215785026550337,0.08215785026550337,1
The dancer is dancing in front of the sound equipment,The blond girl is dancing in front of the sound equipment,4.400000095367432,0,4.400000095367432,4.543079376220703,0,0,0.14307928085327148,0.14307928085327148,1
The blond girl is dancing behind the sound equipment,The blond girl is dancing in front of the sound equipment,3.9000000953674316,0,3.900000095367432,4.235625743865967,0,0,0.33562564849853516,0.33562564849853516,1
The blond girl is dancing in front of the sound equipment,The equipment in front of the blond dancing girl is sound,3.9000000953674316,1,3.900000095367432,3.868178367614746,1,0,-0.03182172775268555,0.03182172775268555,0
The children of a family are patiently playing and waiting,The children of a family are playing and waiting,4.5,1,4.5,5.008575439453125,1,1,0.508575439453125,0.508575439453125,1
The children of a family are playing and waiting,There are no children playing and waiting,3.0999999046325684,2,3.0999999046325684,3.429860591888428,2,2,0.3298606872558598,0.3298606872558598,1
Three Asian kids are dancing and a serious man is looking,Three Asian kids are dancing and a man is looking,4.5,1,4.5,4.933861255645752,1,1,0.43386125564575195,0.43386125564575195,1
The children of a family are playing and waiting,Three Asian kids are dancing and there is no man looking,2.700000047683716,0,2.700000047683716,2.051434278488159,0,0,-0.6485657691955566,0.6485657691955566,1
Three Asian kids are dancing and a man is looking,The children of a family are playing and waiting,2.299999952316284,0,2.299999952316284,2.2844693660736084,0,0,-0.015530586242675781,0.015530586242675781,1
A woman is wearing an Egyptian headdress,An Egyptian is wearing a woman's headdress,3.9000000953674316,0,3.900000095367432,5.090315341949463,0,1,1.1903152465820312,1.1903152465820312,0
The woman is wearing glasses and a black headdress,The woman with a black hat is wearing sunglasses,3.9000000953674316,0,3.900000095367432,4.768755912780762,0,1,0.8687558174133301,0.8687558174133301,0
The woman is not wearing glasses or a headdress,The woman is wearing glasses and a black headdress,3.9000000953674316,2,3.900000095367432,3.423755884170532,2,2,-0.47624421119689986,0.47624421119689986,1
The black woman is wearing glasses over the headdress,The woman is wearing glasses and a black headdress,3.700000047683716,0,3.700000047683716,4.181613922119141,0,0,0.4816138744354248,0.4816138744354248,1
A woman is wearing an Egyptian headdress,The woman with a black hat is wearing sunglasses,2.299999952316284,0,2.299999952316284,2.511359453201294,0,0,0.21135950088500977,0.21135950088500977,1
The woman is not wearing glasses or a headdress,A woman is wearing an Egyptian headdress,3.5999999046325684,2,3.5999999046325684,3.113272428512573,2,0,-0.48672747611999556,0.48672747611999556,0
A woman is wearing an Indian headdress,The woman is wearing glasses and a black headdress,3.0,0,3.0,3.37755823135376,0,0,0.3775582313537602,0.3775582313537602,1
The woman is wearing glasses and a black headdress,An Egyptian is wearing a woman's headdress,3.0999999046325684,0,3.0999999046325684,3.8037068843841553,0,0,0.7037069797515869,0.7037069797515869,1
The woman is wearing glasses and a black headdress,A woman is wearing an Egyptian headdress,3.799999952316284,0,3.799999952316284,3.788010835647583,0,0,-0.011989116668701172,0.011989116668701172,1
A man is on a rock high above some trees and is standing in an uncomfortable position,A man is on a rock high above some trees and is standing in a strange position,4.199999809265137,1,4.199999809265137,4.843502044677734,1,1,0.6435022354125977,0.6435022354125977,1
A man is on a rock high above some trees and is standing in a strange position,A hiker is on top of the mountain and is dancing,3.200000047683716,0,3.200000047683716,2.950217962265014,0,0,-0.24978208541870162,0.24978208541870162,1
A cowgirl is riding a brown horse and is cornering a barrel,A cowgirl is riding a horse and corners a barrel,4.699999809265137,1,4.699999809265137,4.9325151443481445,1,1,0.2325153350830078,0.2325153350830078,1
A cowboy is riding a horse and cornering a barrel,A cowgirl is riding a horse and corners a barrel,4.099999904632568,0,4.099999904632568,3.830730676651001,0,0,-0.2692692279815674,0.2692692279815674,1
A cowgirl is riding a barrel near a horse in the corner,A cowgirl is riding a horse and corners a barrel,2.799999952316284,0,2.799999952316284,4.759095668792725,0,1,1.9590957164764404,1.9590957164764404,0
The brown horse is very near a red barrel at the rodeo,A cowgirl is riding a horse and corners a barrel,2.9000000953674316,0,2.900000095367432,3.0693042278289795,0,0,0.16930413246154785,0.16930413246154785,1
The brown horse is far from a red barrel at the rodeo,A cowgirl is riding a horse and corners a barrel,2.5,0,2.5,2.599404811859131,0,0,0.09940481185913086,0.09940481185913086,1
A cowboy is riding a horse and cornering a barrel,The brown horse is near a red barrel at the rodeo,3.700000047683716,0,3.700000047683716,3.342540740966797,0,0,-0.35745930671691895,0.35745930671691895,1
The brown horse is near a red barrel at the rodeo,A cowgirl is riding a barrel near a horse in the corner,3.0999999046325684,0,3.0999999046325684,3.277904272079468,0,0,0.17790436744689986,0.17790436744689986,1
A boy is standing outside the water,A boy is standing in the water,3.5999999046325684,0,3.5999999046325684,3.87503719329834,0,0,0.2750372886657715,0.2750372886657715,1
The kid is swimming through the blue ocean,The boy is wading through the blue ocean,4.199999809265137,0,4.199999809265137,4.164561748504639,0,0,-0.03543806076049805,0.03543806076049805,1
A boy is standing in the water,The boy is sitting near the blue ocean,2.799999952316284,0,2.799999952316284,2.955642938613892,0,0,0.15564298629760787,0.15564298629760787,1
A boy is standing in the water,The boy is wading through the blue ocean,4.0,0,4.0,3.2808949947357178,0,0,-0.7191050052642822,0.7191050052642822,1
A skilled man is playing a guitar on stage,A man is playing a guitar on stage,4.599999904632568,1,4.599999904632568,4.910288333892822,1,1,0.3102884292602539,0.3102884292602539,1
A person has blonde and flyaway hair and is playing a guitar,A guitarist has blonde and flyaway hair,4.699999809265137,1,4.699999809265137,4.738892555236816,1,1,0.03889274597167969,0.03889274597167969,1
A skilled man is playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,3.799999952316284,0,3.799999952316284,3.931130409240722,0,0,0.13113045692443803,0.13113045692443803,1
A man is playing a guitar on stage,A person has blonde and flyaway hair and is playing a guitar,3.0,0,3.0,3.864202260971069,0,0,0.8642022609710689,0.8642022609710689,1
Several children are sitting down and have their knees raised,Several children are standing up,3.2850000858306885,0,3.2850000858306885,3.372906446456909,0,0,0.0879063606262207,0.0879063606262207,1
Two girls are lying on the ground,Two girls are sitting on the ground,3.799999952316284,0,3.799999952316284,3.733112096786499,0,0,-0.06688785552978516,0.06688785552978516,1
Two young girls are sitting on the ground,Several children are sitting down and have their knees raised,2.9000000953674316,0,2.900000095367432,3.6011574268341064,0,0,0.7011573314666748,0.7011573314666748,1
Several children are lying down and are raising their knees,Two girls are sitting on the ground,2.299999952316284,0,2.299999952316284,3.1242260932922363,0,0,0.8242261409759521,0.8242261409759521,1
Several children are standing up,Two girls are sitting on the ground,1.7999999523162842,0,1.7999999523162842,3.062940835952759,0,0,1.2629408836364746,1.2629408836364746,1
